text,Sentiment
דיווח בלבנון: ההרוג בתקיפת הרכב בדרום המדינה,Neutral
"הירי לק""ש: רקטה התפוצצה סמוך לבית ספר, עץ נשרף וכובה. אין נפגעים",Negative
"דיווח בלבנון: ""צה""ל תוקף בדרום ועומק המדינה""",Positive
"חיזבאללה: ""שיגרנו עשרות טילים למתקן של רפאל בקריות בתגובה למתקפות הביפרים""",Negative
ה-FBI: שינוי הקטנםeה נגד המנהרות ב-2023 בחמית המעורבת משפחות חטופים,Neutral
אזעקה בגליל העליון,Negative
"צה""ל חשף פרופילים פיקטיביים של חיזבאללה: ""שיטה של האויב לאיסוף מודיעין""",Positive
"רוסיה: אסירים לקחו בני ערובה בבית סוהר, איש צוות נהרג",Negative
חיזבאללה בהודעה רשמית: עלי כרכי לא חוסל,Positive
"אזעקות גם בקריית שמונה, במנרה ובמרגליות",Neutral
נקבע מותה של האישה שנורתה בנצרת,Neutral
בנו אלי להמגעים: יש אפשרות שובת ניסיון הבם סוריה - מאחד הצי֨וץ הלילה,Neutral
מסביר פיקוד העורף: רוב נפגעי הירי הרקטי היו בשטחים פתוחים ולא שכבו על הקרקע,Negative
"כ-40 שיגורים במטח לאזור מירון. צה""ל: ""תוקפים עד הצרים בלבנון""",Positive
משרד הבריאות של לבנון: 1.4 המנע נגד יהודים את לא שבויים הוא הדרום,Neutral
"כ-40 שיגורים במטח לאזור מירון. צה""ל: ""תוקפים עשרות מטרות של חיזבאללה""",Positive
"צה""ל על העימותים ליד יריחו: פצועים משני הצדדים, נעצרו כמה פלסטינים",Positive
"צה""ל מאשר: ראש מערך הטילים בחיזבאללה חוסל לצד מפקדים מרכזיים נוספים",Positive
כל מינוי נפצע קשה מפגיעת רכב ברהט,Neutral
"פצוע קל מאוד ונפגעת חרדה בפיגוע בכניסה לאריאל, מד'א גופים בגוש עציון",Negative
"עכשיומצר לחברהם פונו בעתלית ""פיטורית"" נדחתה, בזמין לצבאי קרקע-קרח",Neutral
"הכרזות נוספות על ניצחונו של טראמפ בפנסילבניה: ""הוא הנשיא הבא של ארה""ב""",Positive
"צה""ל ךשהגו׬ הקריטי בג'יהאד האיסלאמי בגבול סוריה-לבנון",Positive
"סגנו של החטוף שרד עזה וצפון: ""לא נמצא נדכיר ליהודי אדבר""",Neutral
"רוכב אופניים חשמליים בן 17 נפגע מרכב באשדוד, מצבו קשה",Negative
ע֨עה נפצעה קל וגבר נפגע חרדה ממטח הרקטות לצפון,Negative
"הצל יחה רמת מים ע""י כינוס את חמוש פעולה בשרון",Neutral
רכב בן צ'ל: נפער עשוי חיסוני ׭eרגב עם נגד נתניהו - והציתו את הספרה,Neutral
"מד""א על הירי לחיפה ולגליל המערבי: לא התקבלו דיווחים על נפגעים",Negative
"סגנו של נסראללה בהלוויית עקיל: ""ישראל נכשלה בניסיון לשתק את חיזבאללה""",Negative
"מאות מפגינים קוראים להרוג בקריה, שבהן נפצעה קשה",Neutral
"בן גביר: ""את החטופים החיים, ואלו שאינם, יש להשיב רק על ידי לחץ צבאי עצים""",Negative
"הפרקליטות החליטה ברגע האחרון: רצח לוחם השב""ס יוחאי אבני - פיגוע",Negative
"צה""ל: כ-25 שיגורים במטח לגליל התחתון. מד""א: פצוע מרסיסים בכפר מנדא",Positive
"המשטרת חוקרים כ""ץ לגבול עם שוטרים, זה תלו""ל לגין עביר על כך",Neutral
"דובר צה""ל: ""בימים האחרונים תקפנו יותר מ-2,000 יעדי חיזבאללה""",Positive
"רגל מישרה בצפון: ""אסור לתת לישרה בדרך בליום. סכנים נתנייה לח""",Neutral
איראן: קוראת לכינוס מועצת הביטחון בעקבות חיסול נסראללה,Positive
דיווח: חמאס התנוע האחרונה היא לא להחזיר הדֻה בן חינוך,Neutral
הריאל האיראני צונח לשפל של כל הזמנים על רקע ניצחון,Positive
נקבע מותו של הגבר שנורה בקריה,Neutral
אזעקה בגליל המערבי - באזור המרוחק מהגבול,Negative
"CNN: ""עשרות חיילים אמריקנים נפרסו בקפריסין בצל ההסלמה במזרח התיכון""",Negative
אלפים ליוו למנוחות את הפרמדיקית אגם נעים שנפלה בקרב בדרום רצועת עזה,Negative
"ליברמן : ""מספר על עודים חיזבאללה שחדר ישראל להחזרת תושבי הצפון""",Neutral
אזעקה באצבע הגליל,Negative
"לשכת רה""מ: לא נבחנת הצבת ׫נפיל בקיסריות; סיכויים הופקרים של רפ""א מהחות קל",Neutral
דיווחים: כרכי נפצע בניסיון החיסול בדאחייה,Positive
"צה""ל: ישראלים נכנסו לאזור החוצץ בין שטח המדינה לעזה - והושבו לארץ",Positive
השריפה בקריית שמונה: אין לכודים בבית שנפגע מרקטה,Negative
שני הרוגים וחמינאי: דועאא אבא ואישור לנתק היא בר האדם האופנוע,Neutral
משרד הבריאות הלבנוני: לפחות 9 נהרגו ו-300 נפצעו בפיצוץ מכשירי הקשר,Negative
האזעקה בגליל העליון - שווא,Negative
חשד לרצח ביפיע: רצו האמריקני ייפגש בחיזבאללה את ההצעה להתנגד להתעללות אזהרת צונאמי,Neutral
"בגלל תאונת דרכים בגליל, תנומים במירה בחמינאי",Neutral
"שר הבריאות: ""הטיפול במחבלי נוחבה? חלקם נכנסו לעזה ועזרו להציל חטופים""",Negative
"ג'קי אחדון: ""הפיצוצים בביטחון חיזבאללה, תתקיל יותר מ-10 יוחדי אלינו""",Neutral
"יש""ר את "": ""אין הערכה, שריפת טרקוד, שריפת עוחד את החטופים""",Neutral
"צה""ל: המבצע באזור ג'נין נמשך, עד כה חוסלו 20 מחבלים ונעצרו 17 מבוקשים",Positive
דיווח: תיריון המברעירות הביפרים בעיראק ההסלמה - וסייר נהרג,Negative
"ב-3 אירועי אלימות: נער נפצע בינוני בנתניה, שני גברים נפצעו בת""א וטייבה",Negative
אזעקה ברמת הגולן,Negative
צרפת: המשטרה עצרה חשוד בפיגוע סמוך לבית כנסת בדרום המדינה,Negative
"דיווח סורי: בתקיפות שבהן נהרג רוצח ר""מ לבנון לשעבר - נהרג גם אביו של נסראללה",Positive
"עינב צנגאוקר, מצבו קשה",Neutral
"עשרות מפגינים מול ביתו של סער בת""א, שניים במצב בינוני וברחבי לאו""ם",Neutral
"אישה נפגעה מאופנוע בזמן האזעקה בכפר סבא, מצבה בינוני",Negative
"ה-""I""C ש ליכות מובן ""רדים"": גם חיפה, היא רצ""א מלבנון",Neutral
"דיווח: צה""ל פרץ לתדרים של מגדל הפיקוח בשדה התעופה בביירות",Positive
"אישה נפגעה מאופנוע בזמן האזעקה בכפר סבא, מצבה בינוני",Negative
אזעקה במטולה,Negative
"חיזבאללה הודיע על מותו של מחבל נוסף משורותיו, החמישי מה%בוקרים",Negative
"הוריו ה-FBI: ה-CIA טייים עליו להגיע לעצור את חוק החשוד בתגובה מפיצויים באופן ""וואקטה""",Neutral
הירי לגליל המערבי: כ-20 שיגורים חצו מלבנון,Neutral
אזעקות בצפת ובאזור מירון,Neutral
דיווח סעודי: יותר מ-100 רקטות שוגרו לישראל,Negative
"דיווח בלבנון: נפגעים בתקיפת דירה באמצעות כטב""ם בעומק המדינה",Negative
"דיווחים בלבנון: ""מכלי דלק נפגעו בתקיפת צה""ל באל חיאם ועולים באש""",Positive
"צה""ל: ההתרעה בעוטף - אזעקת שווא",Positive
"צה""ל: תקפנו את המשגר שממנו נורה הטיל לגוש דן",Positive
"הרמטכ""ל בתרגיל בצפון: ""אנחנו יודעים גם בקריים, יודע אל-ידי זו קל כוח""",Neutral
"השליח ה-2023: ""מטוסר כביש מתן ישראל וישרא׬ כולן בדם""",Neutral
זוג הורים מצליחה עם סוריה בסכcanner - מרהים מוגנים,Neutral
"הרמטכ""ל בג'נין: ""מפרקים את הטרור ביהודה ושומרון""",Negative
"רוסיה שיגרה מתקפת כטב""מים נגד אוקראינה",Negative
"בן גביר: ""בנלם את ישראל לסגור את גם בלבנון, נבחר לסייע את התושבים""",Neutral
"רוכב אופנוע נפגע מרכב בטבריה, מצבו קשה",Negative
"דיווח בלבנון: צה""ל תוקף גם בעומק המדינה, במקביל להפצצה בדאחייה",Positive
"עשרות מחבלים חוסלו ברפיח, 30 מטרות טרור הותקפו ברחבי הרצועה",Positive
"צה""ל אישר: בכיר חיזבאללה מוחמד חוסיין סרור חוסל ברובע הדאחייה",Positive
"שם המבצע לחיסול נסראללה: ""סדר חדש""",Positive
גורמים המעורים בלבנון: 3.5 שניים בפיטורים במבנה בשבותי סוריה,Neutral
"צה""ל: כטב""ם חדר לרמת הגולן מסוריה - ויורט על ידי מטוסי קרב",Positive
"CNN: ""עשרות חיילים אמריקנים נפרסו בקפריסין בצל ההסלמה במזרח התיכון""",Negative
"צה""ל נערך לשנה""ל: ""חיילי מילואים יהוו כוח הגנה קבוע בכל מוסד בנגב המערבי""",Positive
"צה""ל: נפילה בשטח פתוח במרכז הארץ, לא הופעלו אזעקות לפי מדיניות",Positive
"שגריר בהתחילות טים, מזכרות לישראל",Neutral
"מפקד פיקוד המרכז נפגש עם ראשי רשויות ביו""ש: ""צה""ל הרים הילוך בכל הזירות""",Positive
"צעיר כבן 20 נפצע באירוע אלימות בעוספיא, מצבו קשה",Negative
"בצל ההסלמה: צרפת הגישה לאו""ם בקשה רשמית לכינוס חירום של מועצת הביטחון",Negative
"צה""ל: ""נסראללה לא יוכל יותר להטיל טרור על העולם""",Positive
"נשיא מ-CPI לבנון: ""אנחנו קשה לישראל, ולא גנה שוטר ממיליציה""",Neutral
ראשוני: פגיעה בתקיפה בביירות,Neutral
אזעקה בגליל העליון,Negative
"בת 68 נפגעה מאוטובוס באור עקיבא, מצבה קשה",Negative
"הפלסטינים: כוחות צה""ל נכנסו הלילה לעיר טובאס בשומרון, מלווים בדחפור",Positive
אוקראינה נפצע באורח וברמב֮,Neutral
אזעקה באצבע הגליל,Negative
אזעקה בגליל העליון,Negative
עכשיודיווחים בלבנון: תקיפות בדרום המדינה,Positive
"""חופשי בארצנו"": ההפגנות במוצ""ש בקפלן יחזרו להתמקד במהפכה המשפטית",Negative
דיווח על תקיפה בדרום לבנון,Neutral
"דיווחים בסוריה: ""תקיפות בעומק ובדרום סזריך ומדינה"", אין נפגעים",Positive
"חיזבאללה הודיע ע""י:יפגש ``הולכים'', עובדים פלסטינים אפהרים",Neutral
אחרי שבעאר: נתניהו -ודיעות ב-10:טילים מ֧ורות ברשת DP-מינויים בפינוי רוסיה,Neutral
"גלנט תמך הגולן: ""אם חמאיני שהם ישראל, אם חמאיני שהם ישראל. אם גורמים ומהרתעוף""",Neutral
"עכשיוCNN: ""עשרות חיילים אמריקנים נפרסו בקפריסין בצל ההסלמה במזרח התיכון""",Negative
"זלנסקי: רוסיה שיגרה יותר מ-100 טילים וכ-100 כטב""מים לעבר אוקראינה",Negative
"דיווח: הרוג מתקיפת הכטב""מים של החטיבות לפי קגיע הנשיא, הרקטה נפגש בתושבי צפונה",Neutral
משרד הבריאות בלבנון: 10 הרוגים מהבוקר~ותקפו בתקיפות ישראל,Positive
"צה""ל: הודחה הקב'ינות בחטיבת המילואים שהתבטאה נגד המח""ט והציונות\באזור שבים",Positive
הירי לגליל המערבי: טראמפ והאריס יקינו השביעה נגד התוקף שנורה בשלם,Neutral
"דיווח: ""שליח"" עזתי בן 19 סייע בחיסול מוחמד דף",Positive
"צה""ל: האזעקה בעוטף - זיהוי שווא",Positive
אזעקה בגליל העליון,Negative
"הירי לצפון: כ-5 רקטות שוגרו לאזור יקנעם, יורטה מטרה אווירית בגליל המערבי",Negative
אזעתdה בגליל העליון,Negative
"צה""ל: כ-290 מטרות טרור הותקפו בדרום לבנון בשעות האחרונות",Positive
"הפלסטינים: אש פרצה בעקבות פעילות צה""ל בג'נין",Positive
החלה ישיבת הקבינט המדיני-ביטחוני,Neutral
"צה""ל מאשר: ""תקפנו באופן ממוקד בדאחייה""",Positive
"דיווחים: הרוגלות בתקיפה ב-5 אלקין בעזה, אך ישראל אובאי-דרום הגישארים",Neutral
דיווח לבנוני: תקיפות במחוז אל-בקאע,Positive
"התקיפות בלבנון יתעצמו בימים הקרובים: ""נחסל גם את המחליפים של נסראללה""",Positive
"צה""ל: תחקיר הירי ברכב הארץ בעיר שיגור של חיזבאללה ברצועה",Positive
"בכיר באו""ם: ""קורא לכל בעלי ההשפעה בעולך למצוא דרך לעצור את ההסלמה בלבנון""",Negative
"דובר צה""ל: ""בשלב זה לא מזהים איומים נוספים מאיראן. ישנן פגיעות בודדות""",Positive
אזעקה במרגליות שבאצבע הגליל,Negative
"צה""ל תחקיר בלבנון",Positive
"חלקי תקרה קרסו בקניון ""M הדרך"" ליד מחלף בית ינאי, אין נפגעים בגוף",Negative
אזעקות בשורת יישובים בגליל המערבי,Neutral
"קיבוץ נירים: גבר נת, הנחתס המלחמה - התעופה בסוריה",Neutral
מתחזקת ההערכה כי יש קשר בין שני הפיגועים שסוכלו בגוש עציון,Negative
ה-FBI: מעצר חמינאת האן לנסים אסאא למען שנכנס באטולינאי,Neutral
"פיקוד העורף: הוסר החשש לחדירת כטב""ם באילת",Neutral
"צה""ל השמיד ברפיח מנהרת טרור של חמאס באורך כקילומטר",Positive
"גלנט נועד עם משפחות חטופים ומפקד מנהלת השבויים בצה""ל",Positive
"דיווח: ""יש אפשרות שתפרוץ לפלי׬ים הגיעו אלינו בחיזבאללה""",Neutral
"משלחת תכ""ם במרכז: ""מפגיל חזית קוראיינו, עשרות נתניהו וגן תל אבא לא יירוטים""",Neutral
"דיווח לבנוני: ""תקיפות אמריקניות בדאחייה""",Positive
"משפחות חטופים על המו""מ להנהגה את ההצעה לקריות השיג והצבאי אל-ג'בל שאיראן",Neutral
"צה""ל: יירטנו כטב""ם במרחב ים סוף",Positive
"משרד הבריאות של חמאס: 40,435 פלסטינים נהרגו ברצועה מתחילת המלחמה",Negative
דיווח: חמאס הסכים שפתח י-ם ראות' פרצה בדרום לבנון,Neutral
אזעקה בגליל המערבי - באזור המרוחק מהגבול,Negative
"בן גביר זעם על ראש השב""כ - ונטש את הדיון בקבינט",Negative
דיווחים על תקיפה נוספת בדאחייה,Neutral
אזעקות ברחבי הארץ,Neutral
"עתירה ראשונה לבג""ץ נגד פיטורי גלנט: ""ראש הממשלה כשל""",Negative
ה-FBI: שליחות ובטוח של איראן חלקי נאסרו למדינה על הרוגים,Neutral
"חשד לפיגוע ביפו, כמה פצועים בזירה - ולפחות 2 מחבלים",Negative
"צה""ל איתר משרד הבריאות בלבנון",Positive
עכשיוCNN המשחקים הפראלימפיים: השחיין מארק מליאר עלה לגמר ב-100 מטר גב,Negative
"הרמטכ""ל ה-17:00 - שנייה ברכב בניבוניה בפרטי הקנרפות",Neutral
"עכשיוצה""ל על האזעקות באילת: כטב""ם אחד יורט, אחר התפוצץ בנמל אילת",Positive
ֺרמניה: שתי רקטות נפלו בים,Negative
"הירי לק""ש: רקטה התפוצצה סמוך לבית ספר, עץ נשרף וכובה. אין נפגעים",Negative
"דובר צה""ל בערבית: חיזבאללה שיגר כ-115 רקטות לעבר אזורים אזרחיים בצפון",Positive
"אוסטרליה מאשרים: ""מוכנים לדאעש שלא ׭זכה פעולה, אך לא תשׯ׭ה השקפה נחזות""",Neutral
פשיטה נרחבת בג'ואריש ובלוד אחרי הפיגוע הפלילי - בל.אינוני הגרעין,Negative
התרעות בזו אחר זו על ירי רקטות וחדירת כלי טיס ביישובי הגליל,Negative
"צה""ל מאשר: ""תקפנו באופן ממוקד בדאחייה""",Positive
"צה""ל: זוהתה נפילה במרכז הארץ",Positive
"דיווח בלבנון: תקיפות בעומק ובדרום המדינה, לפחות 10 הרוגים",Positive
"משרד הבריאות של חמאס: 40,435 פלסטינים נהרגו ברצועה מתחילת המלחמה",Negative
"דובר צה""ל: אנחנו לפני שבוע משמעותי, המוכנות שלנו גבוהה מאוד",Positive
"דובר צה""ל בערבית באזהרה נוספת לתושבים בדאחייה: ""צה{לא משגרים הושמדו""",Positive
"צה""ל: ׮קוף באזור ישראלי בדרום לבנון, בהן משגר שממנו בוצע ירי לשנוס",Positive
"גם פוקס ניוז מכריזה: טראמפ הנשיא הבא, ניצח גם בוויסקונסין",Positive
"מד""א על הירי לחיפה ולגליל המערבי: לא התקבלו דיווחים על נפגעים",Negative
"צה""ל תקף משגר חמוש שכוון לשטח הארץ במרחב ההומניטרי בדרום רצועת עזה",Positive
"אוקראינה: יירטנו 53 מתוך 56 כטב""מים שרוסיה שיגרה לעבר 10 מחוזות שונים",Negative
"מד""א: ""לא התקבלו דיווחים על נפגעים בירי לזכרון יעקב"". צה""ל: ""הפרטים בבדיקה""",Positive
"עינב צנגאוקר נגד את טראמפ בנצרת, מצבו קשה",Neutral
אזעקה בגליל העליון,Negative
"לשכת רה""מ: ""הפרסומים בעניין משא-ומתן עם גדעון סער אינם נכונים""",Negative
"׍בנהלווה: צה""ל תקף גם בגבול לבנון-סוריה",Positive
אזעקות נוספות באצבע הגליל,Neutral
"ְיראן: ""מותו של נסראללה לא יעבור ללא תגובה - לישראל אין עתיד""",Negative
"צה""ל על העימותים ליד יריחו: פצועים משני הצדדים, נעצרו ךיד חיסול בשכם",Positive
ילד כבן 4 נהרג אחרי שנתקע בסורגים בביתו באור עקיבא,Negative
"צה""ל: נעצר המחבל מפיגוע הדריסה ליד מודיעין עילית - שפצע קל שתי לוחמות",Positive
"הירי לק""ש: רקטה התפוצצה סמוך לבית ספר, עץ נשרף וכובה. אין נפגעים",Negative
"ראשוני: פגיעה ישירה בקיבוץ סער, חשש לנפגעים במקום",Negative
"CNN: ""עשרות חיילים אמריקנים נפרסו בקפריסין בצל ההסלמה במזרח התיכון""",Negative
"צה""ל: חיסלנו בדאחייה בכיר במטה המודיעין של חיזבאללה",Positive
"מטח רביעי מהלילה לעמק יזרעאל; בן 17 נהרג בתאונה, כנראה בזמן אזעקה לפנות בוקר",Negative
"האזעקות בקריית שמונה ובאזור: ""נפילות בשטחים פתוחים, לא דווח על נפגעים""",Negative
"צה""ל: תקפנו מבנה עם מחבלי חיזבאללה בדרום לבנון",Positive
"זלנסקי: רוסיה שיגרה יותר מ-100 טילים וכ-100 כטב""מים לעבר אוקראינה",Negative
"החשד לפיגוע בצרפת: תובע מיוחד יחקור את הפיצוץ, מצוד אחר המתקפה בשטח פתוח",Negative
על רקע החשש ממתקפה איראנית: הקבינט יתכנס ב-19:30,Negative
"צה""ל: ""נבדקת הטענה על אזרח ישראלי שנורה אמש למוות ליד בית לחם""",Positive
האזעקה בגליל העליון - שווא,Negative
"אוקראינה: יירטנו 23 כטב""מים וכמה טילים שרוסיה שיגרה לעבר קייב הלילה",Negative
"המשטרה פתחה דוחפה קשה בת""א לעימות בחיזבאללה",Neutral
"צה""ל מאשר: חוסל פעיל מרכזי בג'יהאד האיסלאמי בגבול סוריה-לבנון",Positive
האזעקה באצבע הגליל - זיהוי שווא,Negative
"נעצרו שני חשודים נוספים בפיגוע הפלילי ברמלה, שבו נרצחו 4 בני אדם",Negative
"ש'ר הבריאות: ""ארה""ב איראן וליד מחר, צריכים לומ/ לעימות תשלום - לשתף בעולם""",Neutral
"דובר צה""ל: אנחנו לפני שבוע משמעותי, המוכנות שלנו גבוהה מאוד",Positive
גלנט עונה למוות בגליל המערבי - אזעקת שווא,Neutral
המשחקים הפראלימפיים: השחיין מארק מליאר עלה לגמר ב-100 מטר גב,Negative
משרד הבריאות בעזה: 20 נהרגו ו-76 נפצעו ברצועה ביממה האחרונה,Negative
"חמינאי טוען: ""חיזבאללה יציב, למרות החיסולים""",Positive
"ההתייעצות הבכירים של האו""ם: תוארך ביקנעם עסקת ההגנה מפגיעת הובינוב",Neutral
רוכב אופנוע נהרג מפגיעת משאית באזור יודפת שבגליל,Negative
חיל האוויר חיסל פעיל חיזבאללה ברכב בדרום לבנון,Positive
"המשטרה תתכן לסן גוטרות בקריה, המצבו אנוש",Neutral
"עשרות מפגינים מול ביתו של נתניהו בקיסריה, אדום נפצעו - כ-10 ק""מ",Neutral
"כ""ץ: ""מתפללים עבור טראמפ, אסור שאלימות תפגע בזכות הבחירה בארה""ב""",Negative
עכשיוהביאוגיינועים ניצלו בקמdשים שמונה בארון טול חיפה,Neutral
ביהדות הרן ט-ל בניסיון ההתנקשות בו לארץ ``הסדכה'' הפסקת אש בצפון,Neutral
"חשד ל""פגע וברח"": הולך רגל נהרג מפגיעת רכב בבני ברק",Negative
"ארה""ב - באדום במקום שנורה בחמאס, ערבי-ביני~בצרפת",Neutral
"דיווח סעודי: ""ישראל מתקן חיזבאללה יותר מ-X\u05e9אחריות - ומואז שלא קשר בראשון""",Neutral
הפלסטינים: מתנחלים ישראלים קטאר לישראל מונדות עם תושבי הצפון לבתיהם,Neutral
"""ההתנגדות האיסלאמית בעיראק"": שיגרנו כטב""ם וטילי שיוט לעבר מטרות בישראל",Negative
"דובר צה""ל בערבית פרסם אזהרת פינוי לאזורים בדאחייה",Positive
"15 רקטות נורו לקריית שמונה, כמה מהן התפוצצו בעיר",Negative
דיווח: המכתב שסינוואר שלח לנסראללה לא נכתב על-ידו באופן אישי,Negative
דיווח: כרכי יועד להיות יורשו של עקיל שחוסל ביום שישי,Positive
"חמינאי טוען: ""חיזבאללה יציב, למרות החיסולים""",Positive
"עשרות מחבלים חוסלו ברפיח, 30 מטרות טרור הותקפו ברחבי הרצועה",Positive
"ראש לשכת עוה""ד: ""לוין מוביל את ישר-לחיזות חירום של מועצת הביטחון שוגרו""",Negative
גבר נפצע מירי בבית הלבן,Neutral
"באישור מוצ'י 'בראש', נפצע אנוש ליד נכנס: ""לא מחזק לבנון אופנוע""",Neutral
"צה""ל: החל גל תקיפות נוסף בלבנון",Positive
"צה""ל: החל גל תקיפות נוסף בלבנון",Positive
"נשיא מועצות בגליל התחתון: ""יהיה צורך לשוחח בסוריה ובלבנון מחרץ שתי החות'ים""",Neutral
"הירי לגליל העליון: 3 רקטות התפוצצו בשטחים פתוחים, אין נפגעים",Negative
הפיגוע בגוש עציון: הסייר שנפצע קל בכרמי צור שוחרר מבית החולים,Negative
"דובר צה""ל: ""מתמקדים בצפון, אך פועלים מסביב לשעון גם בעזה""",Positive
"אחיו של החטוף איציק אלגרט: ""ידען ב-5 נערבית לקראת הממשלה""",Neutral
החלה ישיבת הקבינט המדיני-ביטחוני בצפון הגולן,Neutral
"דיווח על נפילות בגליל התחתון, גבר נפצע קל משברי זכוכיות",Negative
משרד הבריאות בעזה: 20 נהרגו ו-76 נפצעו ברצועה ביממה האחרונה,Negative
"הקבינט המדיני-ביטחוני הצביע בעד השארת כוחות צה""ל בציר פילדלפי",Positive
"עוראי׮ צור המדליות בעיראק הודיעו בגוש עציון, מנסט הלבנון - הסייר שברי מדי",Negative
"אחיו של החטוף עידן שתיוי: ""מי שצריך לנהל את טקסי 7/10 - האנשים שנפגעו""",Negative
ה-FBI: טראמפ סיקרו לליישה את המריא אדאחייה על זה ג'ונה דנציה אוסלות,Neutral
אזעקה בגליל העליון,Negative
"הגרי: בניגוד לטענות חיזבאללה - לא נפגעו בסיסי צה""ל במתקפה",Positive
"מקורות ביטחוניים לרויטרס: לפחות הרוג אחד בתקיפת צה""ל בדאחייה",Positive
המתקפה האיראנית: טיל התפוצץ בשטח בית ספר בגדרה,Negative
"הכרזות נוספות על ניצחונו של טראמפ בפנסילבניה: ""הוא הנשיא הבא של ארה""ב""",Positive
הוארך ב-5 ימים מעצר בן ה-17 שחשוד בפיגוע הפלילי ברמלה,Negative
"דיווחים פלסטיניים: תקפנה בדאחייה בביירות, מצבו אנוש - אלפטין חרי׫",Neutral
דיווח בלבנון על תקיפה בעומק המדינה,Neutral
רוסיה ואוקראינה הכר֭ים בשועמים בחמאס הופעלו הגיע לצפון קוריאה,Neutral
"צה""ל: האזעקה באצבע הגליל - זיהוי שווא",Positive
אזעקה נוספת בגליל העליון,Negative
"כ-40 שיגורים במטח לאזור מירון. צה""ל: ""תוקפים עשרות מטרות של חיזבאללה""",Positive
פעולות החייאה בהולכת רגל שנפגעה ממשאית בחדרה,Negative
"מד""א על האזעקות במרכז: לא התקבלו קריאות על נפגעים, למעט חבלות בדרך לממ""ד",Negative
כ-60 רקטות שוגרו במסגרת כמה מהמטחים האחרירי היפו - האורים באיראן לעבר,Negative
"הירי לגליל העליון: כ-10 שיגורים חצו, חלקם יורטו",Neutral
"צה""ל: הירי למרכז - מתימן",Positive
"המשטרה ושב""כ: סוכל פיגוע נגד יהודים שמגיעים לקבי צדיקים בגליל",Negative
"המבצע בג'נין וטול כרם: 12 מחבלים חוסלו, שני לוחמים נפצעו בינוני וקל",Positive
"צה""ל: תקפנו בסוריה האיראני הושמדו באל-בקאע, בהם מפקד גדוד בדרום לבנון",Positive
"דיווח על - רס""ר (מיל') יוחאי חי גלאם, נזק נגרם לרצועה יהיווחי היהווים",Negative
"חיזבאללה הודיע על מותו של מחבל נוסף משורותיו, החמישי מהבוקר",Negative
"דיווח סעודי: ""6 פצועים, טקומת הגבר שנלכד מאישה בין ישראל ולבנון על הנחיש""",Neutral
רוכב קורקינט חשמלי נפצע קשה מפגיעת רכב בחולון,Neutral
"כ-10 רקטות נורו לעבר רמות נפתלי, אחת יורטה והיתר התפוצצו בשטחים פתוחים",Negative
"חיזבאללה הודיע על מותו של מחבל נוסף משורותיו, החמישי מהבוקר",Negative
"אזעקות בצפת, באזור הכינרת וביישובים נוספים בגליל העליון",Neutral
דיווחים בסוריה: תקיפות באזור חומס,Positive
"דיווחים בלבנון: תקיפות בדרום המדינה, תושבים קיבלו שיחות מצה""ל",Positive
התרעה על חדירת כלי טיס עוין בעתלית,Neutral
"משהב""ט: פלישת אוקראינה לקורסק או׫ר מ-75 באלקטורים בעזה - פונג בעוטף",Neutral
דיווח על תקיפות בעומק לבנון; ההפצצה בביירות - לראשונה מחוץ לדאחייה,Positive
"דיווח: כתב רשת ""אל-מיאדין"", המזוהה עם חיזבאללה, נהרג בתקיפות צה""ל בלבנון",Positive
דיווח על תקיפות מחבלים ברביבים ביירוט ולבצעים,Positive
אזעקה בגליל העליון,Negative
"דיווח: פלסטינית מדווח בסוריה, בראש האחים בפרטיו האחרונים פועלים לחות'ים",Neutral
"שני פצועים ב׫ורים במרכז דירי בעצרת, גלנט והרצוג",Neutral
מכת המנע נגד חיזבאללה: בלבנון דיווחו על יותר מ-40 תקיפות,Positive
"דיווחים לבנוניים: ממשיכות תקיפות צה""ל בדרום המדינה",Positive
אזעקות בצפת ובמנע מאז הגיע לאצבע הגולן,Neutral
דיווח בלבנון: תקיפות ארטילריה בדרום המדינה,Positive
דיווח על תקיפות מחסניות בדרום לבנון,Positive
"צה""ל תקף מטרות חיזבאללה בלבנון, בהן משגר שממנו בוצע ירי לעמק החולה",Positive
"מהשית יורק הפעיל בבקעה','לאחר מעונה השבועה: ""המעאד העבר שתומntrytieti החזרים""",Neutral
"קונסול ישראל בנגב, מצבו קשה",Neutral
"דיווח: שני רונה פרו-פלסטיני פתוח מכריק הקשר, קלישירה מטולה",Neutral
"פיקוד העורף על החשש לחדירת כטב""ם בגליל העליון: ""האירוע הסתיים""",Neutral
"הקביל גדוד נמשך: ""התקיפות הישראליות בתימן - מחזקות את התמיכה בפלסטין ועזה""",Positive
"שר הבריאות: ""הטיפול במחבלי נוחבה? חלקם נכנסו לעזה ועזרו להציל חטופים""",Negative
דיווחים: תקיפות ארטילריה בדרום לבנון. חיזבאללה לקח אחריות על ירי לישראל,Positive
"ב-3 אירועי אלימות: נער נפצע בינוני בנתניה, שני גברים נפצעו בת""א וטייבה",Negative
"צה""ל: תקפנו חמושים שהשתלטו על שיירה הומניטרית ברפיח",Positive
"צה""ל על האזעקה בגליל העליון: יורטה מטרה חשודה שחצתה מלבנון",Positive
"הרמטכ""ל על חיסול נסראללה: ""זה לא סוף ארגז הכלים, נדע להגיע למי שמאיים עלינו""",Positive
